@relation kd100-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,31-40,41-50,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Donnerstag,Dienstag,Freitag,Samstag,Mittwoch}
@attribute Einkaufsuhrzeit {'<10 Uhr','12-14 Uhr','>17 Uhr','10-12 Uhr','14-17 Uhr'}
@attribute Wohnort {'< 10 km','> 25 km','10 - 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
w,>60,nein,ledig,nein,Montag,'<10 Uhr','> 25 km',2000-<3200,59,?,?,?,22,?,2,20,?,?,?,?,15,?,?,?
w,41-50,nein,ledig,nein,Montag,'>17 Uhr','< 10 km',2000-<3200,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',1000-<2000,65,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?
m,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,81,20,?,?,?,?,6,?,5,10,36,?,?,?,?,4
m,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,91,3,?,27,16,?,?,?,?,?,?,?,7,?,?,38
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,66,?,?,?,19,?,13,19,?,?,?,?,15,?,?,?
w,51-60,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',>4500,104,?,?,?,12,?,3,29,?,?,12,?,12,36,?,?
w,31-40,ja,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,223,?,?,7,10,66,?,?,?,?,?,?,20,?,36,84
m,18-30,ja,ledig,nein,Freitag,'12-14 Uhr','< 10 km',2000-<3200,190,14,?,?,?,?,3,?,10,8,?,?,108,36,?,11
m,18-30,nein,ledig,ja,Samstag,'12-14 Uhr','< 10 km',2000-<3200,379,18,?,?,?,?,12,?,200,62,?,?,56,?,?,31
m,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,29,4,?,?,?,?,9,?,5,8,?,?,?,?,?,3
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',<1000,364,?,?,?,17,?,122,20,?,?,12,10,15,?,88,80
m,31-40,ja,Partnerschaft,ja,Donnerstag,'14-17 Uhr','10 - 25 km',<1000,54,36,?,?,9,?,7,?,?,?,?,?,?,?,?,2
w,41-50,nein,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,135,?,?,?,?,?,?,?,?,135,?,?,?,?,?,?
m,18-30,nein,Partnerschaft,nein,Mittwoch,'12-14 Uhr','< 10 km',<1000,111,3,?,?,28,?,6,?,5,4,?,?,?,?,63,2
w,41-50,ja,ledig,nein,Donnerstag,'<10 Uhr','> 25 km',<1000,15,?,?,?,?,?,?,?,?,?,15,?,?,?,?,?
m,41-50,nein,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',<1000,28,9,?,?,?,?,?,?,?,?,12,?,?,?,?,7
w,>60,ja,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',2000-<3200,273,?,30,4,26,?,73,?,?,?,?,?,140,?,?,?
w,51-60,nein,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,60,?,?,?,39,?,13,1,?,?,?,?,7,?,?,?
m,18-30,nein,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,38,?,?,?,?,?,4,?,11,7,?,10,?,?,?,6
m,18-30,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,326,4,?,?,?,?,20,?,4,158,?,?,?,108,?,32
w,18-30,nein,Partnerschaft,ja,Montag,'14-17 Uhr','10 - 25 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,166,30,?,?,?,?,?,?,136,?,?,?,?,?,?,?
m,18-30,nein,Partnerschaft,ja,Freitag,'12-14 Uhr','< 10 km',1000-<2000,69,6,?,?,21,?,9,?,12,14,?,?,?,?,?,7
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,124,8,16,?,?,48,11,?,16,2,?,15,?,?,?,8
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',<1000,151,?,?,?,9,?,80,25,?,?,3,20,14,?,?,?
m,18-30,ja,ledig,nein,Montag,'12-14 Uhr','< 10 km',<1000,135,4,?,?,28,?,70,?,2,?,?,?,?,16,9,6
w,18-30,ja,Partnerschaft,nein,Dienstag,'12-14 Uhr','> 25 km',<1000,68,?,?,?,?,?,?,?,68,?,?,?,?,?,?,?
m,18-30,nein,Partnerschaft,nein,Freitag,'10-12 Uhr','10 - 25 km',1000-<2000,43,1,?,?,?,?,16,?,12,8,?,?,?,?,?,6
m,18-30,ja,ledig,ja,Donnerstag,'14-17 Uhr','10 - 25 km',3200-<4500,192,5,?,?,?,?,6,?,7,163,?,?,?,?,?,11
m,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,175,3,?,?,?,?,32,?,?,18,?,?,?,?,84,38
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,245,4,?,?,?,?,?,40,153,?,?,?,?,?,?,48
m,18-30,ja,ledig,nein,Mittwoch,'12-14 Uhr','10 - 25 km',<1000,67,12,?,?,?,?,13,?,19,12,?,8,?,?,?,3
m,18-30,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr','10 - 25 km',2000-<3200,145,9,18,?,?,?,2,72,15,15,?,?,?,?,?,14
w,41-50,nein,Partnerschaft,ja,Samstag,'12-14 Uhr','< 10 km',1000-<2000,244,?,?,?,?,?,?,56,?,99,36,5,?,?,?,48
w,41-50,nein,Partnerschaft,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,49,?,?,?,?,?,?,?,?,?,?,?,?,49,?,?
m,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,56,4,?,?,4,?,27,?,?,?,?,?,17,?,?,4
w,31-40,nein,ledig,ja,Montag,'12-14 Uhr','< 10 km',1000-<2000,196,?,?,28,?,?,?,?,168,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Freitag,'10-12 Uhr','> 25 km',1000-<2000,122,?,?,?,16,49,13,23,?,?,?,?,21,?,?,?
w,>60,ja,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',3200-<4500,332,?,8,?,10,18,1,28,?,184,?,?,25,8,?,50
w,18-30,nein,ledig,nein,Freitag,'12-14 Uhr','< 10 km',3200-<4500,180,?,27,4,21,?,?,126,?,?,?,?,?,2,?,?
m,41-50,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,132,10,?,?,?,?,?,?,?,95,?,?,?,?,24,3
w,18-30,ja,Partnerschaft,nein,Montag,'10-12 Uhr','< 10 km',<1000,242,?,?,?,40,?,?,?,64,75,?,?,?,63,?,?
m,18-30,nein,ledig,ja,Mittwoch,'<10 Uhr','< 10 km',1000-<2000,42,2,?,1,?,?,16,?,?,15,?,?,?,?,?,8
w,>60,ja,ledig,nein,Montag,'<10 Uhr','> 25 km',2000-<3200,121,?,?,?,34,54,2,13,?,?,?,?,18,?,?,?
m,18-30,nein,ledig,nein,Dienstag,'12-14 Uhr','10 - 25 km',3200-<4500,39,4,27,?,?,?,2,?,?,?,?,?,?,?,?,6
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',3200-<4500,150,11,?,?,?,?,4,?,13,15,?,15,78,?,?,14
w,51-60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,234,42,?,?,46,?,5,17,120,?,?,?,4,?,?,?
m,>60,ja,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,62,12,?,?,?,?,?,?,?,26,?,?,17,?,?,7
m,18-30,ja,ledig,ja,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,133,14,?,?,?,?,8,?,3,12,?,?,?,?,23,73
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,95,?,?,?,14,?,5,8,?,?,?,?,23,?,45,?
m,18-30,ja,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,168,3,?,?,?,72,2,?,5,20,?,?,?,?,?,66
m,18-30,nein,ledig,nein,Montag,'>17 Uhr','10 - 25 km',1000-<2000,289,16,?,?,?,24,144,22,2,3,?,?,72,?,?,6
w,>60,nein,ledig,nein,Mittwoch,'14-17 Uhr','< 10 km',3200-<4500,143,?,?,?,25,?,4,21,?,?,?,6,15,?,?,72
w,>60,nein,ledig,nein,Montag,'<10 Uhr','10 - 25 km',<1000,217,?,?,3,21,?,15,52,108,?,?,?,18,?,?,?
w,18-30,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',<1000,18,?,?,?,?,18,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,120,10,?,6,12,?,9,?,5,18,?,?,?,?,11,49
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',2000-<3200,278,?,?,?,38,?,1,10,?,51,?,4,132,42,?,?
m,>60,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',2000-<3200,149,33,?,?,16,?,57,?,?,?,?,12,19,?,?,12
w,41-50,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','10 - 25 km',1000-<2000,120,?,33,?,16,?,?,?,?,?,?,36,35,?,?,?
w,>60,ja,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,198,?,?,16,12,?,83,67,?,?,?,?,20,?,?,?
m,>60,nein,ledig,ja,Donnerstag,'10-12 Uhr','> 25 km',1000-<2000,85,3,?,?,17,?,?,40,?,?,6,?,19,?,?,?
m,18-30,nein,Partnerschaft,ja,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,47,7,?,?,?,?,9,?,12,7,?,?,?,?,?,12
m,18-30,nein,Partnerschaft,nein,Montag,'12-14 Uhr','< 10 km',<1000,245,9,?,?,?,?,29,?,18,3,?,?,?,?,180,6
m,18-30,ja,Partnerschaft,nein,Mittwoch,'10-12 Uhr','< 10 km',1000-<2000,162,12,?,?,?,?,15,?,?,5,?,?,?,?,126,4
w,41-50,nein,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',3200-<4500,56,?,?,?,?,?,?,?,?,?,?,?,?,28,28,?
w,41-50,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,>60,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',3200-<4500,170,?,?,?,46,?,8,85,?,?,?,?,31,?,?,?
m,>60,nein,ledig,nein,Dienstag,'10-12 Uhr','10 - 25 km',2000-<3200,130,3,?,24,7,?,?,14,?,?,?,?,14,27,36,5
m,41-50,ja,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',2000-<3200,321,4,?,?,?,?,?,39,?,192,?,?,?,?,72,14
w,51-60,ja,ledig,ja,Freitag,'14-17 Uhr','10 - 25 km',3200-<4500,39,?,?,?,2,?,10,27,?,?,?,?,?,?,?,?
w,41-50,ja,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,Partnerschaft,nein,Mittwoch,'12-14 Uhr','< 10 km',<1000,243,1,30,?,?,?,20,?,2,21,?,?,?,162,?,7
w,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','10 - 25 km',1000-<2000,88,?,54,?,6,20,?,?,?,?,8,?,?,?,?,?
m,>60,nein,ledig,nein,Freitag,'10-12 Uhr','> 25 km',<1000,225,12,?,?,17,?,?,?,?,?,?,?,99,?,?,97
m,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,133,14,?,?,?,36,50,?,11,16,?,?,?,?,?,6
m,18-30,ja,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',1000-<2000,271,2,?,9,?,?,15,68,63,45,30,12,?,16,?,11
w,51-60,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,52,?,?,?,17,?,10,20,?,?,?,?,5,?,?,?
m,51-60,nein,Partnerschaft,nein,Mittwoch,'10-12 Uhr','< 10 km',2000-<3200,62,5,?,?,?,?,?,?,?,?,42,?,6,?,?,9
w,18-30,nein,Partnerschaft,ja,Samstag,'12-14 Uhr','> 25 km',3200-<4500,116,?,?,?,?,6,?,?,?,?,6,42,?,6,56,?
m,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,280,13,48,?,9,?,32,?,57,10,?,?,?,?,108,3
w,18-30,ja,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,18,?,?,?,?,?,?,?,?,?,?,?,?,9,?,9
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,185,12,?,?,16,?,?,49,?,?,?,?,108,?,?,?
m,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',>4500,278,13,?,?,?,?,19,?,12,15,48,?,119,?,?,52
m,31-40,nein,ledig,nein,Montag,'12-14 Uhr','< 10 km',<1000,144,10,?,?,?,?,?,?,?,?,?,?,?,?,128,6
w,18-30,ja,ledig,ja,Montag,'<10 Uhr','10 - 25 km',1000-<2000,39,?,?,?,6,?,33,?,?,?,?,?,?,?,?,?
w,41-50,ja,ledig,ja,Donnerstag,'<10 Uhr','> 25 km',>4500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Dienstag,'10-12 Uhr','< 10 km',<1000,33,?,?,?,?,?,?,?,?,?,?,?,?,33,?,?
m,41-50,ja,ledig,ja,Donnerstag,'<10 Uhr','10 - 25 km',<1000,70,28,?,14,?,?,?,?,21,?,?,?,?,?,?,7
w,31-40,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',2000-<3200,156,?,54,32,12,?,?,?,?,32,?,?,?,26,?,?
w,>60,nein,ledig,nein,Dienstag,'<10 Uhr','< 10 km',<1000,47,?,?,?,24,?,2,11,?,?,?,?,10,?,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',<1000,96,?,?,?,17,?,3,5,?,?,6,?,65,?,?,?
w,41-50,ja,ledig,ja,Freitag,'10-12 Uhr','> 25 km',2000-<3200,70,?,?,?,?,?,?,?,14,?,?,?,?,56,?,?
w,18-30,ja,Partnerschaft,ja,Samstag,'<10 Uhr','< 10 km',3200-<4500,168,?,36,?,24,?,?,?,?,108,?,?,?,?,?,?
m,31-40,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',>4500,103,11,?,15,?,?,?,?,?,76,?,?,?,?,?,1
w,31-40,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,83,3,?,?,?,?,4,?,4,18,12,8,?,?,28,6
m,18-30,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',3200-<4500,150,13,?,?,?,72,19,12,15,15,?,?,?,?,?,4
w,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',1000-<2000,35,?,?,15,?,?,?,20,?,?,?,?,?,?,?,?
m,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',2000-<3200,121,7,?,?,10,?,?,?,?,?,?,?,96,?,?,8
m,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',<1000,158,17,56,20,?,?,19,10,7,21,?,?,?,?,?,8
m,>60,nein,ledig,nein,Montag,'<10 Uhr','10 - 25 km',<1000,232,14,12,?,9,?,88,42,?,42,?,?,11,?,?,14
w,18-30,nein,ledig,ja,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,52,?,?,?,?,?,?,?,?,?,?,?,?,?,52,?
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','> 25 km',1000-<2000,24,?,?,?,?,?,?,?,?,?,24,?,?,?,?,?
w,51-60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,75,?,?,?,5,?,7,2,?,?,?,?,19,42,?,?
w,18-30,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,72,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',2000-<3200,114,7,?,?,?,?,90,?,1,14,?,?,?,?,?,2
w,41-50,nein,ledig,nein,Mittwoch,'12-14 Uhr','< 10 km',3200-<4500,244,?,?,?,?,?,?,18,42,?,?,?,184,?,?,?
m,41-50,nein,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',>4500,118,12,72,?,?,28,?,?,?,?,?,?,?,?,?,6
m,18-30,ja,ledig,nein,Mittwoch,'12-14 Uhr','< 10 km',>4500,218,?,8,?,?,?,16,?,12,169,?,?,?,?,?,13
m,18-30,nein,ledig,ja,Mittwoch,'>17 Uhr','10 - 25 km',1000-<2000,47,11,?,?,?,?,6,?,15,6,?,?,?,?,?,9
w,41-50,nein,ledig,ja,Montag,'<10 Uhr','10 - 25 km',<1000,72,?,?,?,?,?,?,?,?,?,?,12,60,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','> 25 km',>4500,122,?,14,?,16,?,11,20,?,?,?,10,25,?,26,?
w,18-30,ja,ledig,nein,Freitag,'<10 Uhr','> 25 km',<1000,171,?,?,?,?,?,?,?,72,96,?,3,?,?,?,?
w,18-30,nein,ledig,ja,Montag,'14-17 Uhr','< 10 km',3200-<4500,139,?,?,?,?,35,?,?,?,18,?,5,?,49,?,32
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,127,?,?,3,83,?,7,22,?,?,?,?,12,?,?,?
w,>60,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',2000-<3200,425,6,35,?,31,?,166,3,?,77,?,?,11,?,?,96
m,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',>4500,104,8,?,?,48,?,18,?,1,7,?,9,?,?,?,13
w,41-50,nein,Partnerschaft,ja,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,4,?,?,?,?,?,?,?,?,?,?,?,?,4,?,?
w,>60,nein,ledig,ja,Freitag,'10-12 Uhr','10 - 25 km',<1000,210,?,?,6,34,12,3,17,?,8,?,16,6,12,96,?
w,>60,ja,Partnerschaft,nein,Freitag,'<10 Uhr','> 25 km',3200-<4500,467,?,?,?,15,?,4,15,98,198,?,?,35,72,?,30
w,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,327,6,?,?,5,?,?,?,?,156,?,?,?,?,48,112
w,51-60,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,101,1,?,?,40,?,3,22,?,?,?,?,31,4,?,?
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,41,8,3,?,?,?,?,?,?,?,?,?,30,?,?,?
m,18-30,ja,Partnerschaft,nein,Donnerstag,'10-12 Uhr','> 25 km',1000-<2000,122,13,?,?,?,?,15,?,12,14,?,?,55,?,?,13
w,18-30,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,72,?,?,?,?,?,?,60,12,?,?,?,?,?,?,?
w,>60,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,191,?,?,?,16,20,11,10,110,?,?,?,24,?,?,?
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,74,?,?,?,21,?,41,2,?,?,?,?,10,?,?,?
w,18-30,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',<1000,204,20,?,?,?,44,11,?,?,76,?,?,?,28,?,25
m,31-40,nein,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,519,3,14,?,?,8,?,40,280,?,?,?,?,126,?,48
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,136,31,?,?,?,?,14,?,12,69,?,?,?,?,?,10
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,120,?,?,?,18,?,13,17,?,?,?,?,32,40,?,?
w,>60,ja,ledig,nein,Dienstag,'<10 Uhr','10 - 25 km',>4500,53,4,?,?,22,?,10,3,?,?,?,?,14,?,?,?
w,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',3200-<4500,45,?,?,?,?,?,?,?,?,?,10,?,?,35,?,?
w,31-40,ja,ledig,nein,Montag,'12-14 Uhr','< 10 km',1000-<2000,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30
w,31-40,nein,Partnerschaft,nein,Mittwoch,'12-14 Uhr','< 10 km',<1000,30,?,?,?,4,5,?,8,?,?,?,?,?,?,?,13
w,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',>4500,5,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,ledig,nein,Dienstag,'12-14 Uhr','> 25 km',1000-<2000,464,?,?,?,40,?,32,?,68,127,16,?,?,96,84,1
w,41-50,nein,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',<1000,45,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?
w,18-30,nein,ledig,nein,Mittwoch,'>17 Uhr','10 - 25 km',2000-<3200,270,?,?,27,45,?,198,?,?,?,?,?,?,?,?,?
w,41-50,ja,ledig,nein,Samstag,'12-14 Uhr','> 25 km',1000-<2000,248,36,?,?,?,?,?,?,128,?,?,?,?,?,?,84
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','10 - 25 km',<1000,205,13,?,?,16,?,11,?,132,19,?,?,?,?,?,14
w,31-40,ja,ledig,ja,Donnerstag,'10-12 Uhr','> 25 km',2000-<3200,257,54,?,?,?,?,?,20,?,99,?,12,?,72,?,?
w,41-50,nein,ledig,nein,Freitag,'12-14 Uhr','> 25 km',2000-<3200,115,?,?,30,?,?,?,56,?,?,4,10,?,?,15,?
w,51-60,nein,ledig,nein,Samstag,'12-14 Uhr','> 25 km',1000-<2000,133,?,?,?,1,?,2,20,?,?,?,?,1,1,?,108
w,41-50,nein,ledig,ja,Montag,'12-14 Uhr','< 10 km',1000-<2000,63,?,?,?,?,?,?,?,?,63,?,?,?,?,?,?
m,>60,ja,Partnerschaft,nein,Mittwoch,'<10 Uhr','10 - 25 km',<1000,81,3,?,?,11,?,?,?,?,?,?,21,38,?,?,8
w,18-30,nein,ledig,ja,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,196,?,36,?,4,36,?,?,?,54,?,?,?,?,?,66
m,>60,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',<1000,120,2,?,?,8,48,?,?,?,?,?,?,?,?,52,10
m,41-50,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,77,1,?,?,?,?,?,?,?,?,?,?,63,?,?,13
w,18-30,nein,ledig,nein,Freitag,'>17 Uhr','< 10 km',<1000,158,?,?,?,?,?,?,?,136,22,?,?,?,?,?,?
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,72,?,?,?,14,?,8,25,?,?,?,?,25,?,?,?
w,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,64,?,?,?,23,?,2,10,?,?,6,?,23,?,?,?
w,>60,nein,ledig,nein,Dienstag,'14-17 Uhr','< 10 km',3200-<4500,296,20,?,?,32,54,7,58,?,?,?,?,35,90,?,?
m,18-30,nein,ledig,ja,Montag,'>17 Uhr','10 - 25 km',<1000,198,6,?,?,?,?,3,?,9,152,?,?,?,?,?,28
